name;review_text;review_rating;review_datetime_utc;label
Sekupang International Ferry Terminal;Keren;5;12/23/2025 05:26:28;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:25:49;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:25:40;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:24:55;Positif
Sekupang International Ferry Terminal;PELAYANAN;;;
Sekupang International Ferry Terminal;MANTAPP;5;12/23/2025 05:24:26;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:24:24;Positif
Sekupang International Ferry Terminal;Puas ;5;12/23/2025 05:23:01;Positif
Sekupang International Ferry Terminal; bagus;5;12/23/2025 05:22:19;Positif
Sekupang International Ferry Terminal;bagus , nyaman;5;12/23/2025 05:22:17;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:21:30;Positif
Sekupang International Ferry Terminal;pelayanan;;;
Sekupang International Ferry Terminal;baik , cepat;5;12/23/2025 05:21:20;Positif
Sekupang International Ferry Terminal;adem , bagus;5;12/23/2025 05:21:08;Positif
Sekupang International Ferry Terminal;memukau;5;12/23/2025 05:20:23;Positif
Sekupang International Ferry Terminal;tempatnya ;;;
Sekupang International Ferry Terminal;Excellent;5;12/23/2025 05:20:20;Positif
Sekupang International Ferry Terminal; baik, nyaman;5;12/23/2025 05:20:13;Positif
Sekupang International Ferry Terminal;petugas;;;
Sekupang International Ferry Terminal;akses;;;
Sekupang International Ferry Terminal;nyaman, rapi. tertib, membantu, bersih. mudah;5;12/23/2025 05:19:14;Positif
Sekupang International Ferry Terminal;Pelayanan;;;
Sekupang International Ferry Terminal;bagus, ramah, mantap;5;12/23/2025 05:19:11;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:18:46;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:18:35;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:18:29;Positif
Sekupang International Ferry Terminal;baik;5;12/23/2025 05:18:10;Positif
Sekupang International Ferry Terminal;;5;12/23/2025 05:18:02;Positif
Sekupang International Ferry Terminal;Mudah, Praktis;5;12/23/2025 05:16:42;Positif
Sekupang International Ferry Terminal;  terbaik;5;12/23/2025 05:15:53;Positif
Sekupang International Ferry Terminal;Clean, safe, efficient , satisfying;5;12/23/2025 05:15:41;Positif
Gold Coast International Ferry Terminal Bengkong;;5;06/06/2026 11:47;Positif
Gold Coast International Ferry Terminal Bengkong;;5;05/20/2026 02:43:12;Positif
Gold Coast International Ferry Terminal Bengkong;Service, crew;;;
Gold Coast International Ferry Terminal Bengkong;Clean , simple  , helpful.;4;05/08/2026 04:05;Positif
Gold Coast International Ferry Terminal Bengkong;;4;05/07/2026 21:57;Positif
Gold Coast International Ferry Terminal Bengkong;Lokasi ok ;5;05/04/2026 14:20;Positif
Gold Coast International Ferry Terminal Bengkong;Bersih , nyaman;5;05/02/2026 22:40;Positif
Gold Coast International Ferry Terminal Bengkong;;5;04/21/2026 08:36:15;Positif
Gold Coast International Ferry Terminal Bengkong;;5;04/19/2026 07:43:45;Positif
Gold Coast International Ferry Terminal Bengkong;;5;04/04/2026 12:13;Positif
Gold Coast International Ferry Terminal Bengkong;;5;03/27/2026 17:12:47;Positif
Gold Coast International Ferry Terminal Bengkong;Pelayanan ;;;
Gold Coast International Ferry Terminal Bengkong;cepat , ramah;5;03/25/2026 08:00:29;Positif
Gold Coast International Ferry Terminal Bengkong; harbour. Queue;;;
Gold Coast International Ferry Terminal Bengkong; good.  Friendly;5;03/24/2026 14:06:31;Positif
Gold Coast International Ferry Terminal Bengkong;;5;03/21/2026 02:42:53;Positif
Gold Coast International Ferry Terminal Bengkong;;4;03/16/2026 10:43:37;Positif
Gold Coast International Ferry Terminal Bengkong;dingin;5;03/12/2026 02:54;Positif
Gold Coast International Ferry Terminal Bengkong;Pelayanan, ac ;;;
Gold Coast International Ferry Terminal Bengkong;fasilitas ;;;
Gold Coast International Ferry Terminal Bengkong;terbaik, bagus;5;02/04/2026 15:47;Positif
Gold Coast International Ferry Terminal Bengkong;petugas, experience,  navigate;;;
Gold Coast International Ferry Terminal Bengkong;bagus, bersih, ramah , cepat, wangi;5;02/04/2026 04:34;Positif
Gold Coast International Ferry Terminal Bengkong;;5;02/03/2026 07:11;Positif
Gold Coast International Ferry Terminal Bengkong;great. clean, modern, , easy.  fast , hassle-free. better .;5;02/03/2026 04:06;Positif
Gold Coast International Ferry Terminal Bengkong;clean , well, organized. smooth , efficient. helpful , safe , comfortable. Great ;5;02/03/2026 04:05;Positif
Gold Coast International Ferry Terminal Bengkong;  asri,    ramah , bagus , ok.;5;02/03/2026 04:02;Positif
Gold Coast International Ferry Terminal Bengkong; pelayanan, experience, terminal;;;
Gold Coast International Ferry Terminal Bengkong; pleasant  .   clean , comfortable, smooth , fast .;5;02/03/2026 03:59;Positif
Gold Coast International Ferry Terminal Bengkong;great. clean, modern, , easy.  fast , good , good . better .;5;02/03/2026 03:48;Positif
Gold Coast International Ferry Terminal Bengkong;great. clean, modern, , easy.  fast , good , good . better .;5;02/03/2026 03:46;Positif
Gold Coast International Ferry Terminal Bengkong;great. clean, modern, , easy.  fast , good , good . better .;5;02/03/2026 03:46;Positif
Gold Coast International Ferry Terminal Bengkong;experience, navigate.  immigration, customs.;;;
Gold Coast International Ferry Terminal Bengkong;experience, navigate.  immigration, customs.;;;
Gold Coast International Ferry Terminal Bengkong;experience, navigate.  immigration, customs.;;;
Gold Coast International Ferry Terminal Bengkong;best;5;02/03/2026 00:40;Positif
Gold Coast International Ferry Terminal Bengkong;imigrasi ;;;
Gold Coast International Ferry Terminal Bengkong; arogan;1;01/30/2026 23:51:33;Negatif
Gold Coast International Ferry Terminal Bengkong;;4;01/28/2026 07:40:02;Positif
Gold Coast International Ferry Terminal Bengkong;hassle-free, smooth;4;01/21/2026 07:29:40;Positif
Gold Coast International Ferry Terminal Bengkong;immigration, parkir-mobil;;;
Gold Coast International Ferry Terminal Bengkong;Nyaman ,  ruang-tunggu ,luas;5;01/11/2026 04:52;Positif
Gold Coast International Ferry Terminal Bengkong;Bersih. sepi.;5;01/08/2026 23:36;Positif
Gold Coast International Ferry Terminal Bengkong;;5;01/07/2026 18:48;Positif
Gold Coast International Ferry Terminal Bengkong;;4;12/29/2025 01:30:31;Positif
Gold Coast International Ferry Terminal Bengkong;;5;12/27/2025 13:57:33;Positif
Gold Coast International Ferry Terminal Bengkong;;5;12/16/2025 02:38:50;Positif
Gold Coast International Ferry Terminal Bengkong;;5;12/04/2025 19:04;Positif
Gold Coast International Ferry Terminal Bengkong;best;3;11/29/2025 03:35:53;Positif
Gold Coast International Ferry Terminal Bengkong;;3;11/25/2025 07:13:42;Netral
Gold Coast International Ferry Terminal Bengkong;Relaxed;5;11/21/2025 02:38:05;Positif
Gold Coast International Ferry Terminal Bengkong; bersih , dingin.  sepi ;5;11/19/2025 07:14:00;Positif
Gold Coast International Ferry Terminal Bengkong;mudah;4;11/08/2025 13:06;Positif
Gold Coast International Ferry Terminal Bengkong;ok;5;11/06/2025 11:03;Positif
Gold Coast International Ferry Terminal Bengkong;;5;10/26/2025 01:53:11;Positif
Gold Coast International Ferry Terminal Bengkong;;4;10/20/2025 08:59:29;Positif
Gold Coast International Ferry Terminal Bengkong; bersih , dingin, cepat, luas, bagus ;5;10/10/2025 08:42;Positif
Gold Coast International Ferry Terminal Bengkong;not crowded ,   efficient , easy , smooth;5;09/21/2025 05:45:41;Positif
Gold Coast International Ferry Terminal Bengkong;immigration, antrian, parkiran, kapal;;;
Gold Coast International Ferry Terminal Bengkong;;5;09/08/2025 02:18;Positif
Gold Coast International Ferry Terminal Bengkong;;5;08/03/2025 16:24;Positif
Gold Coast International Ferry Terminal Bengkong;;4;08/01/2025 13:32;Positif
Gold Coast International Ferry Terminal Bengkong;Good;5;07/24/2025 14:31:35;Positif
Gold Coast International Ferry Terminal Bengkong;;5;07/13/2025 07:44:17;Positif
Gold Coast International Ferry Terminal Bengkong;;5;06/21/2025 09:19:44;Positif
Sekupang International Ferry Terminal;;1;06/14/2026 12:30:45;Negatif
Sekupang International Ferry Terminal;;5;06/11/2026 10:47;Positif
Sekupang International Ferry Terminal; nyaman;5;06/11/2026 09:10;Positif
Sekupang International Ferry Terminal;F&B ;;;
Sekupang International Ferry Terminal;;5;06/03/2026 16:26;Positif
Sekupang International Ferry Terminal;;4;06/02/2026 11:18;Positif
Sekupang International Ferry Terminal;grab,  order, ticket, taxi, Atm, passport,  process, officer;;;
Sekupang International Ferry Terminal;bersih ,  nyaman;5;04/28/2026 11:15:21;Positif
Sekupang International Ferry Terminal;;5;04/28/2026 10:44:44;Positif
Sekupang International Ferry Terminal;;5;04/25/2026 09:07:25;Positif
Sekupang International Ferry Terminal;;5;04/04/2026 03:26;Positif
Sekupang International Ferry Terminal;bau;1;03/30/2026 10:30:58;Negatif
Sekupang International Ferry Terminal;Clean , easy ;5;03/01/2026 12:25;Positif
Sekupang International Ferry Terminal;;4;02/18/2026 02:19:47;Positif
Sekupang International Ferry Terminal;;5;02/12/2026 09:07;Positif
Sekupang International Ferry Terminal;;5;02/07/2026 11:08;Positif
Sekupang International Ferry Terminal;;5;02/03/2026 00:01;Positif
Sekupang International Ferry Terminal; bersih;5;01/20/2026 16:11:36;Positif
Sekupang International Ferry Terminal;Bagus;5;01/12/2026 16:58;Positif
Sekupang International Ferry Terminal;;5;01/06/2026 07:44;Positif
Sekupang International Ferry Terminal;;5;12/28/2025 09:44:52;Positif
Sekupang International Ferry Terminal;;5;12/24/2025 13:11:48;Positif
Sekupang International Ferry Terminal;;5;11/12/2025 02:06;Positif
Sekupang International Ferry Terminal;ramah, bersih, adem;5;11/11/2025 04:30;Positif
Sekupang International Ferry Terminal;bersih, ramah,  aman;5;11/10/2025 02:47;Positif
Sekupang International Ferry Terminal; rusak;1;11/10/2025 02:47;Negatif
Sekupang International Ferry Terminal;Crowded;4;10/30/2025 15:22:45;Positif
Sekupang International Ferry Terminal;slow;2;10/30/2025 15:22:45;Negatif
Sekupang International Ferry Terminal;friendly;5;10/20/2025 05:16:33;Positif
Sekupang International Ferry Terminal;;5;10/16/2025 10:29:06;Positif
Sekupang International Ferry Terminal;;5;10/13/2025 06:31:32;Positif
Sekupang International Ferry Terminal;;5;10/13/2025 04:31:32;Positif
Sekupang International Ferry Terminal;good;5;10/07/2025 23:43;Positif
Sekupang International Ferry Terminal;;5;10/02/2025 14:39;Positif
Sekupang International Ferry Terminal;;4;09/25/2025 19:25:02;Positif
Sekupang International Ferry Terminal;;5;09/22/2025 21:54:27;Positif
Sekupang International Ferry Terminal;;5;09/21/2025 14:05:44;Positif
Sekupang International Ferry Terminal;repot;2;09/07/2025 14:06;Negatif
Sekupang International Ferry Terminal;Bagus;5;09/04/2025 02:28;Positif
Sekupang International Ferry Terminal;;5;09/03/2025 08:38;Positif
Sekupang International Ferry Terminal;Organised, clean;4;08/29/2025 00:39:16;Positif
Sekupang International Ferry Terminal;;5;08/05/2025 04:56;Positif
Sekupang International Ferry Terminal;;4;07/26/2025 10:10:45;Positif
Sekupang International Ferry Terminal;;5;07/25/2025 13:28:51;Positif
Sekupang International Ferry Terminal;Mantap;5;07/18/2025 10:31:10;Positif
Sekupang International Ferry Terminal;;4;07/03/2025 02:06;Positif
Sekupang International Ferry Terminal;lengkap , modern;5;06/26/2025 04:45:55;Positif
Nongsapura Ferry Terminal;;5;06/17/2026 01:02:00;Positif
Nongsapura Ferry Terminal;good;4;05/31/2026 09:49:22;Positif
Nongsapura Ferry Terminal;honest, responsibility, kindness, thoughtful, responsible;5;05/21/2026 12:18:15;Positif
Nongsapura Ferry Terminal;service, F&B ;;;
Nongsapura Ferry Terminal;bad;1;05/04/2026 13:13;Negatif
Nongsapura Ferry Terminal; bersih , nyaman;5;04/23/2026 09:51:20;Positif
Nongsapura Ferry Terminal;;4;04/18/2026 05:25:22;Positif
Nongsapura Ferry Terminal;ok;5;04/16/2026 14:52:40;Positif
Nongsapura Ferry Terminal;service,  airport, dekat, sepi;;;
Nongsapura Ferry Terminal;Fast , Excellent. helpful.;5;04/16/2026 14:45:08;Positif
Nongsapura Ferry Terminal;Bagus;5;02/25/2026 11:42:07;Positif
Nongsapura Ferry Terminal;;5;02/15/2026 05:49:00;Positif
Nongsapura Ferry Terminal;;5;02/01/2026 06:56;Positif
Nongsapura Ferry Terminal;;5;01/23/2026 11:29:09;Positif
Nongsapura Ferry Terminal;Nice;5;01/23/2026 04:21:08;Positif
Nongsapura Ferry Terminal;bersih , nyaman;5;01/23/2026 04:17:31;Positif
Nongsapura Ferry Terminal;nyaman,bagus,bersih;5;01/23/2026 02:50:11;Positif
Nongsapura Ferry Terminal;bersih;5;01/21/2026 01:42:51;Positif
Nongsapura Ferry Terminal;;4;01/13/2026 17:28:18;Positif
Nongsapura Ferry Terminal;imigrasi, staff, WiFi, shops;;;
Nongsapura Ferry Terminal;arogan;1;01/08/2026 14:11;Negatif
Nongsapura Ferry Terminal;;5;01/06/2026 02:50;Positif
Nongsapura Ferry Terminal;;5;01/01/2026 11:12;Positif
Nongsapura Ferry Terminal;;5;12/29/2025 14:35:06;Positif
Nongsapura Ferry Terminal;;5;12/14/2025 06:47:52;Positif
Nongsapura Ferry Terminal;;5;12/06/2025 00:45;Positif
Nongsapura Ferry Terminal;;5;11/09/2025 04:26;Positif
Nongsapura Ferry Terminal;helpful;4;10/12/2025 10:55;Positif
Nongsapura Ferry Terminal;;5;10/08/2025 06:06;Positif
Nongsapura Ferry Terminal;;5;09/28/2025 04:32:57;Positif
Nongsapura Ferry Terminal;;3;08/23/2025 04:07:52;Netral
Nongsapura Ferry Terminal;;5;08/03/2025 11:48;Positif
Nongsapura Ferry Terminal;hot, disconnect;2;07/22/2025 08:10:58;Negatif
Nongsapura Ferry Terminal;good;3;07/22/2025 08:10:58;Netral
Nongsapura Ferry Terminal;friendly.;4;07/22/2025 08:10:58;Positif
Nongsapura Ferry Terminal;;5;07/10/2025 08:45;Positif
Nongsapura Ferry Terminal;;5;06/30/2025 13:42:22;Positif
Nongsapura Ferry Terminal;;3;06/26/2025 06:03:00;Netral
Pelabuhan Fery Harbour Bay;Terbaik ;5;06/16/2026 23:59:50;Positif
Pelabuhan Fery Harbour Bay;;5;06/13/2026 11:12:29;Positif
Pelabuhan Fery Harbour Bay;Beautiful, easy;5;06/13/2026 01:37:29;Positif
Pelabuhan Fery Harbour Bay;;5;06/09/2026 13:08;Positif
Pelabuhan Fery Harbour Bay;Ramah;4;05/12/2026 09:27;Positif
Pelabuhan Fery Harbour Bay;;5;05/07/2026 13:24;Positif
Pelabuhan Fery Harbour Bay;;4;05/05/2026 12:55;Positif
Pelabuhan Fery Harbour Bay;;5;04/15/2026 01:14:47;Positif
Pelabuhan Fery Harbour Bay;fasilitas , Taxi, ac, kapal, GrabPoint, F&B, ferry, staff;;;
Pelabuhan Fery Harbour Bay;nyaman , aman ;5;02/23/2026 05:51:53;Positif
Pelabuhan Fery Harbour Bay;;1;02/19/2026 09:04:57;Negatif
Pelabuhan Fery Harbour Bay;nyaman, dingin;5;02/02/2026 01:16;Positif
Pelabuhan Fery Harbour Bay;ok;5;12/28/2025 15:29:11;Positif
Pelabuhan Fery Harbour Bay;;1;11/03/2025 00:01;Negatif
Pelabuhan Fery Harbour Bay;arogan;1;10/26/2025 04:05:50;Negatif
Pelabuhan Fery Harbour Bay;imigrasi;;;
Pelabuhan Fery Harbour Bay;imigrasi;3;09/06/2025 03:15;Netral
Pelabuhan Fery Harbour Bay;arogan;1;09/06/2025 03:15;Negatif
Pelabuhan Fery Harbour Bay;;5;08/30/2025 04:51:23;Positif
Pelabuhan Fery Harbour Bay;kindly;5;08/12/2025 02:13;Positif
Pelabuhan Fery Harbour Bay;;3;07/31/2025 09:02:10;Netral
Pelabuhan Fery Harbour Bay;;5;07/16/2025 01:19:23;Positif
Pelabuhan Fery Harbour Bay;baik , nyaman;5;07/12/2025 15:27;Positif
Pelabuhan Fery Harbour Bay;ribet;1;07/03/2025 06:25;Negatif
Pelabuhan Fery Harbour Bay;;5;07/01/2025 03:40;Positif
Pelabuhan Fery Harbour Bay;;5;06/30/2025 08:02:03;Positif
Batam Center International Ferry Terminal;Lancar,  nyaman;5;06/14/2026 12:27:12;Positif
Batam Center International Ferry Terminal;;5;06/12/2026 23:57;Positif
Batam Center International Ferry Terminal;;5;06/08/2026 00:29;Positif
Batam Center International Ferry Terminal;;3;06/06/2026 16:36;Netral
Batam Center International Ferry Terminal;stuck;1;06/05/2026 12:26;Negatif
Batam Center International Ferry Terminal;;4;06/05/2026 09:39;Positif
Batam Center International Ferry Terminal;;4;06/04/2026 10:17;Positif
Batam Center International Ferry Terminal;small , crowned;2;06/03/2026 12:09;Negatif
Batam Center International Ferry Terminal;small , crowned;2;06/01/2026 23:15;Negatif
Batam Center International Ferry Terminal;immigration, shops, place;;;
Batam Center International Ferry Terminal;Terrible;1;05/27/2026 10:09:20;Negatif
Batam Center International Ferry Terminal;poor;2;05/26/2026 11:44:35;Negatif
Batam Center International Ferry Terminal;;3;05/24/2026 14:25:37;Netral
Batam Center International Ferry Terminal;;5;05/20/2026 16:07:37;Positif
Batam Center International Ferry Terminal;Crowded , confusing;2;05/19/2026 23:03:49;Negatif
Batam Center International Ferry Terminal;;5;05/10/2026 07:11;Positif
Batam Center International Ferry Terminal;;5;05/09/2026 00:22;Positif
Batam Center International Ferry Terminal;;4;05/07/2026 08:26;Positif
Batam Center International Ferry Terminal;;5;05/05/2026 14:11;Positif
Batam Center International Ferry Terminal;;1;05/01/2026 06:27;Negatif
Batam Center International Ferry Terminal;bau, Pesing, kotor;1;04/29/2026 10:12:58;Negatif
Batam Center International Ferry Terminal;;5;04/28/2026 14:10:04;Positif
Batam Center International Ferry Terminal;Bagus;5;04/28/2026 11:37:11;Positif
Batam Center International Ferry Terminal;nyaman;5;04/28/2026 08:29:36;Positif
Batam Center International Ferry Terminal;Bersih;5;04/27/2026 12:52:58;Positif
Batam Center International Ferry Terminal;Good;4;04/26/2026 05:24:23;Positif
Batam Center International Ferry Terminal;;2;04/22/2026 07:58:03;Negatif
Batam Center International Ferry Terminal;;5;04/19/2026 16:16:30;Positif
Batam Center International Ferry Terminal;;4;04/18/2026 10:37:41;Positif
Batam Center International Ferry Terminal;;5;04/15/2026 09:52:15;Positif
Batam Center International Ferry Terminal;;4;04/13/2026 15:10:45;Positif
Batam Center International Ferry Terminal;;4;04/13/2026 04:58:21;Positif
Batam Center International Ferry Terminal;;5;04/12/2026 10:10;Positif
Batam Center International Ferry Terminal;berantakan ,  toilet kotor;2;04/04/2026 06:06;Negatif
Batam Center International Ferry Terminal;ruang tuggu nyaman , bersih;4;04/04/2026 06:06;Positif
Batam Center International Ferry Terminal;slow ;2;04/03/2026 09:44;Negatif
Batam Center International Ferry Terminal;immigration, process, musholah, toilet, tisue, facilities, stores, outlets, taxi, staff, grab;;;
Batam Center International Ferry Terminal;;5;04/02/2026 12:33;Positif
Batam Center International Ferry Terminal;friendly;5;04/02/2026 04:10;Positif
Batam Center International Ferry Terminal;pelayanan , sopir taksi ;;;
Batam Center International Ferry Terminal;bagus, ramah;4;03/31/2026 23:42:09;Positif
Batam Center International Ferry Terminal;;5;03/31/2026 12:19:20;Positif
Batam Center International Ferry Terminal;;5;03/30/2026 15:32:17;Positif
Batam Center International Ferry Terminal;;4;03/29/2026 15:51:46;Positif
Batam Center International Ferry Terminal;;5;03/29/2026 10:58:33;Positif
Batam Center International Ferry Terminal;;1;03/29/2026 08:49:48;Negatif
Batam Center International Ferry Terminal;pelayanan , jembatan;;;
Batam Center International Ferry Terminal;No Trolly,  buruk;1;03/29/2026 08:06:37;Negatif
Batam Center International Ferry Terminal;;3;03/26/2026 07:59:25;Netral
Batam Center International Ferry Terminal;;1;03/25/2026 15:19:42;Negatif
Batam Center International Ferry Terminal;;1;03/25/2026 12:17:16;Negatif
Batam Center International Ferry Terminal;;5;03/24/2026 09:34:15;Positif
Batam Center International Ferry Terminal;ugly;1;03/21/2026 14:08:07;Negatif
Batam Center International Ferry Terminal;;5;03/16/2026 15:02:48;Positif
Batam Center International Ferry Terminal;;5;03/03/2026 06:25;Positif
Batam Center International Ferry Terminal;;5;03/01/2026 10:29;Positif
Batam Center International Ferry Terminal;;4;02/24/2026 08:03:31;Positif
Batam Center International Ferry Terminal;immigration;;;
Batam Center International Ferry Terminal;bad;1;02/22/2026 10:04:30;Negatif
Batam Center International Ferry Terminal;;5;02/22/2026 01:33:20;Positif
Batam Center International Ferry Terminal;Basic;3;02/14/2026 04:17:13;Netral
Batam Center International Ferry Terminal;helpful;5;02/11/2026 10:03;Positif
Batam Center International Ferry Terminal;service;;;
Batam Center International Ferry Terminal;bad  , delay ;1;02/03/2026 08:27;Negatif
Batam Center International Ferry Terminal;good;4;01/31/2026 14:18:52;Positif
Batam Center International Ferry Terminal;tempat, parkir, porter;;;
Batam Center International Ferry Terminal;bagus;5;01/31/2026 02:03:53;Positif
Batam Center International Ferry Terminal;judes;1;12/25/2025 05:17:08;Negatif
Batam Center International Ferry Terminal;Disorganised;2;12/21/2025 10:30:25;Negatif
Batam Center International Ferry Terminal;money changer , store  , terminal , grab ;;;
Batam Center International Ferry Terminal;loud , pushy. Small , crowded.;2;10/07/2025 15:24;Negatif
Batam Center International Ferry Terminal;Grab,cars , ferry, terminal;;;
Batam Center International Ferry Terminal;bad;2;10/03/2025 09:03;Negatif
Batam Center International Ferry Terminal;immigration;;;
Batam Center International Ferry Terminal;bad;1;09/27/2025 05:14:58;Negatif
Batam Center International Ferry Terminal;;4;08/25/2025 19:05:21;Positif
Batam Center International Ferry Terminal;pelayanan ;;;
Batam Center International Ferry Terminal;No Trolly,  buruk;1;08/25/2025 14:58:01;Negatif
Batam Center International Ferry Terminal;bad. rude.;1;08/04/2025 15:58;Negatif
Batam Center International Ferry Terminal;bad. rude.;1;08/04/2025 09:08;Negatif
Batam Center International Ferry Terminal;services. Staff. Baggage;;;
Batam Center International Ferry Terminal;services. Staff. Baggage;;;
Batam Center International Ferry Terminal;officer;;;
Batam Center International Ferry Terminal;bad;1;07/13/2025 01:30:39;Negatif
Batam Center International Ferry Terminal;;5;07/06/2025 05:36;Positif
Batam Center International Ferry Terminal;Keren;4;06/16/2026 02:47:53;Positif
Batam Center International Ferry Terminal;Pelayanan, tiket, toilet;;;
Batam Center International Ferry Terminal;bagus;4;06/10/2026 01:47;Positif
Batam Center International Ferry Terminal;kotor;2;06/10/2026 01:47;Negatif
Batam Center International Ferry Terminal;;4;06/09/2026 13:09;Positif
Batam Center International Ferry Terminal;;4;06/03/2026 05:07;Positif
Batam Center International Ferry Terminal;;5;06/01/2026 21:54;Positif
Batam Center International Ferry Terminal;good;5;05/31/2026 23:58:19;Positif
Batam Center International Ferry Terminal;imigrasi, terminal;;;
Batam Center International Ferry Terminal;judes;1;05/30/2026 23:19:22;Negatif
Batam Center International Ferry Terminal;sibuk;2;05/30/2026 21:55:11;Negatif
Batam Center International Ferry Terminal;service , facilities, lifts. trolleys. Information, counter, taxi, management;;;
Batam Center International Ferry Terminal;bad , bad . no. unhelpful.;1;05/29/2026 02:34:49;Negatif
Batam Center International Ferry Terminal;;4;05/27/2026 13:00:33;Positif
Batam Center International Ferry Terminal;;5;05/27/2026 07:13:37;Positif
Batam Center International Ferry Terminal;;5;05/27/2026 03:04:14;Positif
Batam Center International Ferry Terminal;;5;05/24/2026 03:47:27;Positif
