name;review_text;review_rating;review_datetime_utc;label
Gold Coast International Ferry Terminal Bengkong;Relaxed;5.0;11/21/2025 02:38:05;Positif
Gold Coast International Ferry Terminal Bengkong; bersih , dingin.  sepi ;5.0;11/19/2025 07:14:00;Positif
Gold Coast International Ferry Terminal Bengkong;mudah;4.0;11/08/2025 13:06;Positif
Gold Coast International Ferry Terminal Bengkong;ok;5.0;11/06/2025 11:03;Positif
Gold Coast International Ferry Terminal Bengkong;;5.0;;
Gold Coast International Ferry Terminal Bengkong;;4.0;;
Gold Coast International Ferry Terminal Bengkong; bersih , dingin, cepat, luas, bagus ;5.0;10/10/2025 08:42;Positif
Gold Coast International Ferry Terminal Bengkong;not crowded ,   efficient , easy , smooth;5.0;09/21/2025 05:45:41;Positif
Gold Coast International Ferry Terminal Bengkong;;5.0;;
Gold Coast International Ferry Terminal Bengkong;;5.0;;
Gold Coast International Ferry Terminal Bengkong;;4.0;;
Gold Coast International Ferry Terminal Bengkong;Good;5.0;07/24/2025 14:31:35;Positif
Gold Coast International Ferry Terminal Bengkong;;5.0;;
Gold Coast International Ferry Terminal Bengkong;;5.0;;
Sekupang International Ferry Terminal;;1.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal; nyaman;5.0;06/11/2026 09:10;Positif
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;4.0;;
Sekupang International Ferry Terminal;bersih ,  nyaman;5.0;04/28/2026 11:15:21;Positif
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;bau;1.0;03/30/2026 10:30:58;Negatif
Sekupang International Ferry Terminal;Clean , easy ;5.0;03/01/2026 12:25;Positif
Sekupang International Ferry Terminal;;4.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal; bersih;5.0;01/20/2026 16:11:36;Positif
Sekupang International Ferry Terminal;Bagus;5.0;01/12/2026 16:58;Positif
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;ramah, bersih, adem;5.0;11/11/2025 04:30;Positif
Sekupang International Ferry Terminal;bersih, ramah,  aman;5.0;11/10/2025 02:47;Positif
Sekupang International Ferry Terminal; rusak;1.0;11/10/2025 02:47;Negatif
Sekupang International Ferry Terminal;Crowded;4.0;10/30/2025 15:22:45;Positif
Sekupang International Ferry Terminal;slow;2.0;10/30/2025 15:22:45;Negatif
Sekupang International Ferry Terminal;friendly;5.0;10/20/2025 05:16:33;Positif
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;good;5.0;10/07/2025 23:43;Positif
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;4.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;repot;2.0;09/07/2025 14:06;Negatif
Sekupang International Ferry Terminal;Bagus;5.0;09/04/2025 02:28;Positif
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;Organised, clean;4.0;08/29/2025 00:39:16;Positif
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;;4.0;;
Sekupang International Ferry Terminal;;5.0;;
Sekupang International Ferry Terminal;Mantap;5.0;07/18/2025 10:31:10;Positif
Sekupang International Ferry Terminal;;4.0;;
Sekupang International Ferry Terminal;lengkap , modern;5.0;06/26/2025 04:45:55;Positif
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;good;4.0;05/31/2026 09:49:22;Positif
Nongsapura Ferry Terminal;honest, responsibility, kindness, thoughtful, responsible;5.0;05/21/2026 12:18:15;Positif
Nongsapura Ferry Terminal;bad;1.0;05/04/2026 13:13;Negatif
Nongsapura Ferry Terminal; bersih , nyaman;5.0;04/23/2026 09:51:20;Positif
Nongsapura Ferry Terminal;;4.0;;
Nongsapura Ferry Terminal;ok;5.0;04/16/2026 14:52:40;Positif
Nongsapura Ferry Terminal;Fast , Excellent. helpful.;5.0;04/16/2026 14:45:08;Positif
Nongsapura Ferry Terminal;Bagus;5.0;02/25/2026 11:42:07;Positif
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;Nice;5.0;01/23/2026 04:21:08;Positif
Nongsapura Ferry Terminal;bersih , nyaman;5.0;01/23/2026 04:17:31;Positif
Nongsapura Ferry Terminal;nyaman,bagus,bersih;5.0;01/23/2026 02:50:11;Positif
Nongsapura Ferry Terminal;bersih;5.0;01/21/2026 01:42:51;Positif
Nongsapura Ferry Terminal;;4.0;;
Nongsapura Ferry Terminal;arogan;1.0;01/08/2026 14:11;Negatif
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;helpful;4.0;10/12/2025 10:55;Positif
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;3.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;hot, disconnect;2.0;07/22/2025 08:10:58;Negatif
Nongsapura Ferry Terminal;good;3.0;07/22/2025 08:10:58;Netral
Nongsapura Ferry Terminal;friendly.;4.0;07/22/2025 08:10:58;Positif
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;5.0;;
Nongsapura Ferry Terminal;;3.0;;
Pelabuhan Fery Harbour Bay;Terbaik ;5.0;06/16/2026 23:59:50;Positif
Pelabuhan Fery Harbour Bay;;5.0;;
Pelabuhan Fery Harbour Bay;Beautiful, easy;5.0;06/13/2026 01:37:29;Positif
Pelabuhan Fery Harbour Bay;;5.0;;
Pelabuhan Fery Harbour Bay;Ramah;4.0;05/12/2026 09:27;Positif
Pelabuhan Fery Harbour Bay;;5.0;;
Pelabuhan Fery Harbour Bay;;4.0;;
Pelabuhan Fery Harbour Bay;;5.0;;
Pelabuhan Fery Harbour Bay;nyaman , aman ;5.0;02/23/2026 05:51:53;Positif
Pelabuhan Fery Harbour Bay;;1.0;;
Pelabuhan Fery Harbour Bay;nyaman, dingin;5.0;02/02/2026 01:16;Positif
Pelabuhan Fery Harbour Bay;ok;5.0;12/28/2025 15:29:11;Positif
Pelabuhan Fery Harbour Bay;;1.0;;
Pelabuhan Fery Harbour Bay;arogan;1.0;10/26/2025 04:05:50;Negatif
Pelabuhan Fery Harbour Bay;imigrasi;3.0;09/06/2025 03:15;Netral
Pelabuhan Fery Harbour Bay;arogan;1.0;09/06/2025 03:15;Negatif
Pelabuhan Fery Harbour Bay;;5.0;;
Pelabuhan Fery Harbour Bay;kindly;5.0;08/12/2025 02:13;Positif
Pelabuhan Fery Harbour Bay;;3.0;;
Pelabuhan Fery Harbour Bay;;5.0;;
Pelabuhan Fery Harbour Bay;baik , nyaman;5.0;07/12/2025 15:27;Positif
Pelabuhan Fery Harbour Bay;ribet;1.0;07/03/2025 06:25;Negatif
Pelabuhan Fery Harbour Bay;;5.0;;
Pelabuhan Fery Harbour Bay;;5.0;;
Batam Center International Ferry Terminal;Lancar,  nyaman;5.0;06/14/2026 12:27:12;Positif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;3.0;;
Batam Center International Ferry Terminal;stuck;1.0;06/05/2026 12:26;Negatif
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;small , crowned;2.0;06/03/2026 12:09;Negatif
Batam Center International Ferry Terminal;small , crowned;2.0;06/01/2026 23:15;Negatif
Batam Center International Ferry Terminal;Terrible;1.0;05/27/2026 10:09:20;Negatif
Batam Center International Ferry Terminal;poor;2.0;05/26/2026 11:44:35;Negatif
Batam Center International Ferry Terminal;;3.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;Crowded , confusing;2.0;05/19/2026 23:03:49;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;1.0;;
Batam Center International Ferry Terminal;bau, Pesing, kotor;1.0;04/29/2026 10:12:58;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;Bagus;5.0;04/28/2026 11:37:11;Positif
Batam Center International Ferry Terminal;nyaman;5.0;04/28/2026 08:29:36;Positif
Batam Center International Ferry Terminal;Bersih;5.0;04/27/2026 12:52:58;Positif
Batam Center International Ferry Terminal;Good;4.0;04/26/2026 05:24:23;Positif
Batam Center International Ferry Terminal;;2.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;berantakan ,  toilet kotor;2.0;04/04/2026 06:06;Negatif
Batam Center International Ferry Terminal;ruang tuggu nyaman , bersih;4.0;04/04/2026 06:06;Positif
Batam Center International Ferry Terminal;slow ;2.0;04/03/2026 09:44;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;friendly;5.0;04/02/2026 04:10;Positif
Batam Center International Ferry Terminal;bagus, ramah;4.0;03/31/2026 23:42:09;Positif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;1.0;;
Batam Center International Ferry Terminal;No Trolly,  buruk;1.0;03/29/2026 08:06:37;Negatif
Batam Center International Ferry Terminal;;3.0;;
Batam Center International Ferry Terminal;;1.0;;
Batam Center International Ferry Terminal;;1.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;ugly;1.0;03/21/2026 14:08:07;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;bad;1.0;02/22/2026 10:04:30;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;Basic;3.0;02/14/2026 04:17:13;Netral
Batam Center International Ferry Terminal;helpful;5.0;02/11/2026 10:03;Positif
Batam Center International Ferry Terminal;bad  , delay ;1.0;02/03/2026 08:27;Negatif
Batam Center International Ferry Terminal;good;4.0;01/31/2026 14:18:52;Positif
Batam Center International Ferry Terminal;bagus;5.0;01/31/2026 02:03:53;Positif
Batam Center International Ferry Terminal;judes;1.0;12/25/2025 05:17:08;Negatif
Batam Center International Ferry Terminal;Disorganised;2.0;12/21/2025 10:30:25;Negatif
Batam Center International Ferry Terminal;loud , pushy. Small , crowded.;2.0;10/07/2025 15:24;Negatif
Batam Center International Ferry Terminal;bad;2.0;10/03/2025 09:03;Negatif
Batam Center International Ferry Terminal;bad;1.0;09/27/2025 05:14:58;Negatif
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;No Trolly,  buruk;1.0;08/25/2025 14:58:01;Negatif
Batam Center International Ferry Terminal;bad. rude.;1.0;08/04/2025 15:58;Negatif
Batam Center International Ferry Terminal;bad. rude.;1.0;08/04/2025 09:08;Negatif
Batam Center International Ferry Terminal;bad;1.0;07/13/2025 01:30:39;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;Keren;4.0;06/16/2026 02:47:53;Positif
Batam Center International Ferry Terminal;bagus;4.0;06/10/2026 01:47;Positif
Batam Center International Ferry Terminal;kotor;2.0;06/10/2026 01:47;Negatif
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;good;5.0;05/31/2026 23:58:19;Positif
Batam Center International Ferry Terminal;judes;1.0;05/30/2026 23:19:22;Negatif
Batam Center International Ferry Terminal;sibuk;2.0;05/30/2026 21:55:11;Negatif
Batam Center International Ferry Terminal;bad , bad . no. unhelpful.;1.0;05/29/2026 02:34:49;Negatif
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;jelek;1.0;05/02/2026 07:59;Negatif
Batam Center International Ferry Terminal;Slow;1.0;05/01/2026 08:05;Negatif
Batam Center International Ferry Terminal;Poor;1.0;05/01/2026 06:32;Negatif
Batam Center International Ferry Terminal;less;1.0;05/01/2026 06:14;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;low;1.0;04/16/2026 04:55:54;Negatif
Batam Center International Ferry Terminal;Bagus;5.0;04/16/2026 02:11:40;Positif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;rude , disrespectful;1.0;03/22/2026 05:34:11;Negatif
Batam Center International Ferry Terminal;bad;1.0;03/16/2026 15:48:45;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;bad;1.0;03/16/2026 07:50:25;Negatif
Batam Center International Ferry Terminal;susah;1.0;03/15/2026 23:11:58;Negatif
Batam Center International Ferry Terminal;mudah;5.0;03/15/2026 20:11:01;Positif
Batam Center International Ferry Terminal;norak;2.0;03/13/2026 05:52:03;Negatif
Batam Center International Ferry Terminal;luas, bagus, nyaman;5.0;03/11/2026 11:11;Positif
Batam Center International Ferry Terminal;bagus;5.0;03/11/2026 04:50;Positif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;bad;1.0;02/22/2026 10:06:31;Negatif
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;bad;1.0;02/17/2026 05:57:16;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;bad;1.0;02/04/2026 13:31;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;bermasalah;1.0;02/02/2026 14:02;Negatif
Batam Center International Ferry Terminal;jadwal ngawur;1.0;01/07/2026 02:41;Negatif
Batam Center International Ferry Terminal; awful, rush;2.0;01/02/2026 19:25;Negatif
Batam Center International Ferry Terminal; strategis,  parkir  luas, cepat;5.0;12/25/2025 07:04:31;Positif
Batam Center International Ferry Terminal;dumb.  panas .;1.0;12/25/2025 06:23:30;Negatif
Batam Center International Ferry Terminal;bad. rude.;1.0;12/23/2025 06:06:26;Negatif
Batam Center International Ferry Terminal;bad. rude.;1.0;12/10/2025 16:04;Negatif
Batam Center International Ferry Terminal;bad. rude.;1.0;12/23/2025 06:06:26;Negatif
Batam Center International Ferry Terminal;bad. rude.;1.0;12/10/2025 16:04;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;bagus;5.0;11/28/2025 07:12:38;Positif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;sepi, terintegrasi;5.0;11/16/2025 05:13:13;Positif
Batam Center International Ferry Terminal;;3.0;;
Batam Center International Ferry Terminal;bad;1.0;11/14/2025 11:25:32;Negatif
Batam Center International Ferry Terminal;bad;1.0;10/24/2025 01:47:34;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;bad;1.0;10/05/2025 16:55;Negatif
Batam Center International Ferry Terminal;bad officer;1.0;10/05/2025 15:36;Negatif
Batam Center International Ferry Terminal;Sempit, Kuno, berantakan, calo.;1.0;10/04/2025 00:09;Negatif
Batam Center International Ferry Terminal;Crowded. No clear;2.0;09/20/2025 10:22:18;Negatif
Batam Center International Ferry Terminal;;4.0;;
Batam Center International Ferry Terminal;ok;5.0;09/05/2025 07:50;Positif
Batam Center International Ferry Terminal;cepat, ok;5.0;09/03/2025 16:39;Positif
Batam Center International Ferry Terminal;bad;1.0;08/25/2025 17:47:51;Negatif
Batam Center International Ferry Terminal;arogan;1.0;08/22/2025 10:42:13;Negatif
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;terintegrasi;5.0;08/16/2025 22:55:35;Positif
Batam Center International Ferry Terminal;;1.0;;
Batam Center International Ferry Terminal;;1.0;;
Batam Center International Ferry Terminal;;3.0;;
Batam Center International Ferry Terminal;;5.0;;
Batam Center International Ferry Terminal;lelet;1.0;07/05/2025 09:25;Negatif
Batam Center International Ferry Terminal;bad;1.0;07/04/2025 03:17;Negatif
Batam Center International Ferry Terminal;Panas , kotor, no;1.0;06/27/2025 23:32:21;Negatif
Batam Center International Ferry Terminal;sibuk, ramai;1.0;06/22/2025 08:03:36;Negatif
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;Ramah;5.0;07/08/2026 01:19;Positif
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;Bagus;4.0;07/07/2026 07:09;Positif
Telaga Punggur Ferry Terminal;;3.0;;
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;;4.0;;
Telaga Punggur Ferry Terminal;Oke;5.0;07/01/2026 01:09;Positif
Telaga Punggur Ferry Terminal;Oke;5.0;06/25/2026 01:54:24;Positif
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;;4.0;;
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;Nyaman;5.0;06/18/2026 08:09:00;Positif
Telaga Punggur Ferry Terminal;;4.0;;
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;;4.0;;
Telaga Punggur Ferry Terminal;;3.0;;
Telaga Punggur Ferry Terminal;;5.0;;
Telaga Punggur Ferry Terminal;Helpful , convenient ;5.0;06/10/2026 02:23;Positif
Telaga Punggur Ferry Terminal;;4.0;;
Telaga Punggur Ferry Terminal;bagus;4.0;06/07/2026 00:45;Positif
Telaga Punggur Ferry Terminal;bagus, tertib;5.0;06/05/2026 09:14;Positif
Telaga Punggur Ferry Terminal;mudah;5.0;06/02/2026 01:23;Positif
Telaga Punggur Ferry Terminal;;5.0;;
